id,answer,evidence_page_number
q_0589,健康づくり推進課,"[5,10]"
q_0590,851件,"[13,14]"
q_0591,"[""広報紙での情報提供"", ""インターネットホームページでの情報提供""]","[4,7]"
q_0592,人材スカウター,[9]
q_0593,金曜日,[16]
q_0594,420 万 m^3,[32]
q_0595,手を組んでいる,[1]
q_0596,13回,"[18,19]"
q_0597,"[""大きな外科手術（全身麻酔での手術）"", ""妊娠・出産【女性のみ記入】"", ""献血""]","[2,3]"
q_0598,16.8 ポイント,"[4,7]"
q_0599,"[""地域で青少年が活動しているまち"", ""地域で若者が活動しているまち""]","[10,11]"
q_0600,"[""財務書類の体系"", ""税金の取扱い""]",[4]
q_0601,14日,"[4,5]"
q_0602,スリッパ,"[5,11]"
q_0603,"6,03",[2]
q_0604,tăng,"[10,11,12]"
q_0605,Chưa,[9]
q_0606,48.08,[8]
q_0607,Ít nhất 30 phút,[3]
q_0608,"20,00",[5]
q_0609,74.8,"[8,9]"
q_0610,Không có thông tin cụ thể,"[8,14,10,9,4,13]"
q_0611,34,[1]
q_0612,"214.779,73 tấn",[7]
q_0613,(D),"[5,10]"
q_0614,Nokia,[3]
q_0615,HDB với LLCR là 27%,[24]
q_0616,tỷ lệ đất xây dựng đô thị trên tổng diện tích đất tự nhiên,"[2,6]"
q_0617,"2,090,000,000 cổ phiếu","[1,4]"
q_0618,58,"[6,23]"
q_0619,"[""2"", ""22""]","[1,6]"
q_0620,"3,494,820,000,000 VNĐ",[18]
q_0621,600.000,[3]
q_0622,"[""áo giao lĩnh"", ""áo tứ thân"", ""áo ngũ thân"", ""áo dài Le Mur"", ""áo dài Lê Phổ"", ""áo dài tay raglan"", ""áo dài chít eo - miniraglan"", ""áo dài Việt Nam từ 1970 đến nay""]",[2]
q_0623,3750 gram,[1]
q_0624,"Thí sinh vẫn được dự thi, kinh phí sẽ được tính lại bằng cách lấy tổng kinh phí chia cho số thí sinh thực đăng ký.","[3,4]"
q_0625,B,[6]
q_0626,5,"[5,6,8,7,1,3]"
q_0627,"1,5 lần","[5,84]"
q_0628,"Vé tháng rẻ hơn, chênh lệch 700.000 đồng.",[8]
q_0629,19,"[4,6]"
q_0630,"[""2050"", ""2030"", ""2030""]","[2,4]"
q_0631,Chiếc kéo,"[4,6]"
q_0632,600.000 VND,[2]
q_0633,170.73 km,[1]
q_0634,Không có thông tin trong tài liệu,[1]
q_0635,14 học sinh,[1]
q_0636,"[""Câu 2"", ""Câu 8"", ""Câu 18"", ""Câu 19"", ""Câu 24"", ""Câu 29""]","[1,2,3,4,5]"
q_0637,39.8%,[6]
q_0638,"GDP, EII, EIS","[8,11]"
q_0639,4.6%,[3]
