id,answer,evidence_page_number
q_0559,下の谷川,"[8,10]"
q_0560,算出不可,[15]
q_0561,記録容量,"[12,13]"
q_0562,"[""教員研修・教員養成"", ""宇宙教育指導者育成""]","[14,16]"
q_0563,酸化セルロースの状態で用いた場合。,"[12,13]"
q_0564,"[""ソーラー回転塔の作成と実験"", ""ソーラーオルゴールの作成と実験""]",[21]
q_0565,イタリア,[2]
q_0566,"[""県審議会"", ""企業(係長相当職)"", ""企業(課長相当職)"", ""企業(部長相当職)""]",[5]
q_0567,観察や調査の記録、または統計表（取材資料）です。,"[22,23]"
q_0568,"[""汐井川"", ""赤崎川""]",[8]
q_0569,62.5人,[5]
q_0570,ギリシア,"[1,3]"
q_0571,課税している市町村（一部の区域で課税している場合を含む。）,[1]
q_0572,10分,[2]
q_0573,"[""年齢"", ""趣味""]",[1]
q_0574,カドミウム,"[4,10]"
q_0575,53%,[2]
q_0576,高林の獅子舞,[2]
q_0577,上北山村です。,"[22,23,24]"
q_0578,"1,017円です。","[1,61]"
q_0579,7.2ポイント,[6]
q_0580,保有情報所管課,[4]
q_0581,"[""こんろ"", ""仏壇など""]",[26]
q_0582,"1,947億円",[10]
q_0583,19名,"[4,5]"
q_0584,"[""京都大学"", ""岡山大学""]","[38,40]"
q_0585,132戸,[4]
q_0586,41ポイント,"[7,9]"
q_0587,"[""公民館と同等の施設""]","[13,14]"
q_0588,"[""親和図法"", ""2×2（2軸図）"", ""Enabler Framework""]","[7,20,36]"
q_0589,健康づくり推進課,"[5,10]"
q_0590,851件,"[11,13]"
q_0591,"[""インターネットホームページでの情報提供"", ""リーフレットの作成・配布""]","[4,7]"
q_0592,人材スカウター,[9]
q_0593,月曜日です。,"[16,21]"
q_0594,304万m^3,[32]
q_0595,体の前で両手を重ねている。,[1]
q_0596,13回分,"[18,19]"
q_0597,"[""大きな外科手術（全身麻酔での手術）"", ""妊娠・出産【女性のみ記入】"", ""献血""]","[2,3]"
q_0598,16.8ポイント,"[4,7]"
q_0599,"[""青少年"", ""若者""]","[11,12]"
q_0600,"[""財務書類の体系"", ""税収の取扱い""]",[4]
q_0601,14日,[4]
q_0602,スリッパ,"[5,11]"
q_0603,"6,03 tỷ USD",[2]
q_0604,Tăng,"[1,10]"
q_0605,Chưa đủ điều kiện tốt nghiệp.,[9]
q_0606,48.08 tỷ USD,"[1,8]"
q_0607,30 phút,[2]
q_0608,"22,00",[6]
q_0609,"74,8","[8,9,2]"
q_0610,3 ngày,[8]
q_0611,34,[1]
q_0612,"214.779,73 tấn",[7]
q_0613,"(A) để đồ vật, chất dễ cháy gần thiết bị điện","[5,10]"
q_0614,Nokia,[3]
q_0615,"VIB, 47%",[23]
q_0616,Tỷ lệ đất xây dựng đô thị trên tổng diện tích đất tự nhiên,[2]
q_0617,2.090 triệu cổ phiếu,"[1,5]"
q_0618,56,"[6,12]"
q_0619,"[""Câu 2"", ""Câu 22""]","[1,6]"
q_0620,3.494.820 triệu VNĐ,[18]
q_0621,600.000 đồng,[3]
q_0622,"[""áo giao lĩnh"", ""áo tứ thân"", ""áo ngũ thân"", ""áo dài Le Mur"", ""áo dài Lê Phổ"", ""áo dài tay raglan"", ""áo dài chít eo - miniraglan"", ""áo dài Việt Nam từ 1970 đến nay""]",[2]
q_0623,3750,[1]
q_0624,Thí sinh không được dự thi và sẽ được thông báo hoàn trả kinh phí trước ngày thi.,[4]
q_0625,B,[6]
q_0626,5,"[5,6]"
q_0627,"1,5 lần",[5]
q_0628,Vé tháng rẻ hơn và chênh lệch 700.000đ.,[8]
q_0629,19 TC,"[1,2]"
q_0630,"[""2050"", ""2030"", ""2030""]","[2,4]"
q_0631,"Không thể xác định được do tài liệu cung cấp bị thiếu phần nội dung quy định về vật sắc nhọn (dao, kéo) đối với khoang hành khách.","[2,6]"
q_0632,600.000 VND,"[1,2]"
q_0633,"170,73 km",[1]
q_0634,329 ngày,[1]
q_0635,14 học sinh,[1]
q_0636,"[""Câu 2"", ""Câu 8"", ""Câu 18"", ""Câu 19"", ""Câu 24"", ""Câu 29""]","[1,2,3,4,5]"
q_0637,"39,8%","[6,7]"
q_0638,"GDP, EII, EIS",[8]
q_0639,"4,6%",[3]
