id,answer,evidence_page_number
q_0577,条件を満たす川西町と上北山村のうち、どちらが最も少人数で共有できているかは提示された資料からは判断できない。,"[23,24]"
q_0578,"1,017円","[1,61]"
q_0579,7.2ポイント,[6]
q_0580,保有情報所管課,[4]
q_0581,"[""こんろ"", ""仏壇など""]",[24]
q_0582,"1,947億円",[10]
q_0583,19名,"[4,6]"
q_0584,"[""京都大学"", ""岡山大学""]","[38,40]"
q_0585,132戸,[6]
q_0586,41ポイント,"[9,10]"
q_0587,"[""優秀館"", ""優良館""]","[2,13,26]"
q_0588,"[""親和図法"", ""2×2（2軸図）"", ""Enabler Framework""]","[7,20,36]"
q_0589,健康づくり推進課,"[5,10]"
q_0590,850件,"[12,14]"
q_0591,"[""広報紙での情報提供"", ""インターネットホームページでの情報提供""]","[4,7]"
q_0592,人材スカウター,[9]
q_0593,月曜日,"[16,21]"
q_0594,約420万m^3,[31]
q_0595,体の前で両手を組んでいる。,[1]
q_0596,13回分,"[18,19]"
q_0597,"[""大きな外科手術"", ""妊娠・出産"", ""献血""]","[2,3]"
q_0598,16.8ポイント,"[4,7]"
q_0599,"[""青少年"", ""若者""]","[11,12]"
q_0600,"[""財務書類の体系"", ""税収の取扱い""]",[4]
q_0601,14日,"[4,5]"
q_0602,スリッパ,"[5,9]"
q_0603,"6,03",[2]
q_0604,Tăng,"[10,11]"
q_0605,"Chưa đủ điều kiện tốt nghiệp, vì theo quy định 123 tín chỉ không bao gồm tín chỉ Giáo dục quốc phòng, nghĩa là sinh viên vẫn phải hoàn thành chứng chỉ này riêng biệt để được công nhận tốt nghiệp.",[9]
q_0606,48.08 tỷ USD,[8]
q_0607,Trẻ cần ở lại điểm tiêm ít nhất 30 phút sau khi tiêm chủng để được theo dõi.,[2]
q_0608,"22,00 điểm",[6]
q_0609,74.8,"[7,8,9]"
q_0610,3 ngày,[8]
q_0611,34,[1]
q_0612,"214.779,73 tấn",[7]
q_0613,(A),"[5,10]"
q_0614,Nokia,[3]
q_0615,"VIB, 47%",[23]
q_0616,tỷ lệ đất xây dựng đô thị trên tổng diện tích đất tự nhiên,[2]
q_0617,2.090 triệu cổ phiếu,[1]
q_0618,59 người,"[6,23]"
q_0619,"[""Câu 2"", ""Câu 22""]","[1,6]"
q_0620,"3,494,820 triệu đồng",[18]
q_0621,600.000,[3]
q_0622,"[""áo giao lĩnh"", ""áo tứ thân"", ""áo ngũ thân"", ""áo dài Le Mur"", ""áo dài Lê Phổ"", ""áo dài tay raglan"", ""áo dài chít eo - miniraglan"", ""áo dài Việt Nam từ 1970 đến nay""]",[2]
q_0623,3750,[1]
q_0624,Thí sinh sẽ không được dự thi và kinh phí thi sẽ được hoàn trả trước ngày thi.,[4]
q_0625,B,[6]
q_0626,5 nhóm,[6]
q_0627,"1,5 lần",[5]
q_0628,Vé tháng không ưu tiên rẻ hơn 700.000đ.,[8]
q_0629,Không đủ thông tin để xác định,"[4,2,6,3,5,1]"
q_0630,"[""2050"", ""2030"", ""2030""]","[2,4]"
q_0631,Cả con dao và chiếc kéo,"[5,6,7]"
q_0632,600.000 VND,"[1,2]"
q_0633,"170,73 km",[1]
q_0634,329,[1]
q_0635,14 học sinh,[1]
q_0636,"[""Câu 2"", ""Câu 8"", ""Câu 18"", ""Câu 19"", ""Câu 24"", ""Câu 29""]","[1,2,3,4,5]"
q_0637,"39,8%","[6,7]"
q_0638,"GDP, EII, EIS",[8]
q_0639,"4,6%",[3]
