split,qid,n_images,total_visual_tokens,per_image_tokens
test,3232,1,455,455
test,3233,1,192,192
test,3234,1,1435,1435
test,3235,1,16,16
test,3236,1,96,96
test,3237,1,252,252
test,3238,1,42,42
test,3239,1,16,16
test,3240,0,0,
test,3241,1,16,16
test,3242,1,1386,1386
test,3243,1,361,361
test,3244,1,192,192
test,3245,1,168,168
test,3246,1,405,405
test,3247,1,192,192
test,3248,1,144,144
test,3249,1,120,120
test,3250,1,48,48
test,3251,1,56,56
test,3252,1,208,208
test,3253,1,192,192
test,3254,1,192,192
test,3255,1,16,16
test,3256,1,108,108
test,3257,1,192,192
test,3258,1,304,304
test,3259,1,16,16
test,3260,1,132,132
test,3261,0,0,
test,3262,1,208,208
test,3263,1,192,192
test,3264,1,20,20
test,3265,1,16,16
test,3266,1,108,108
test,3267,1,192,192
test,3268,1,192,192
test,3269,1,16,16
test,3270,1,192,192
test,3271,0,0,
test,3272,1,1456,1456
test,3273,1,266,266
test,3274,1,120,120
test,3275,1,192,192
test,3276,1,950,950
test,3277,1,120,120
test,3278,1,192,192
test,3279,1,192,192
test,3280,1,208,208
test,3281,1,525,525
test,3282,1,400,400
test,3283,0,0,
test,3284,1,144,144
test,3285,1,16,16
test,3286,1,192,192
test,3287,1,16,16
test,3288,1,108,108
test,3289,1,16,16
test,3290,1,108,108
test,3291,1,336,336
test,3292,1,16,16
test,3293,1,12,12
test,3294,1,16,16
test,3295,0,0,
test,3296,1,256,256
test,3297,1,8,8
test,3298,1,120,120
test,3299,1,16,16
test,3300,1,224,224
test,3301,0,0,
test,3302,1,108,108
test,3303,1,192,192
test,3304,1,280,280
test,3305,1,595,595
test,3306,1,108,108
test,3307,1,770,770
test,3308,1,192,192
test,3309,1,767,767
test,3310,1,304,304
test,3311,1,16,16
test,3312,1,224,224
test,3313,1,224,224
test,3314,1,16,16
test,3315,1,192,192
test,3316,1,108,108
test,3317,1,240,240
test,3318,1,192,192
test,3319,1,16,16
test,3320,0,0,
test,3321,1,108,108
test,3322,1,350,350
test,3323,1,900,900
test,3324,1,108,108
test,3325,1,192,192
test,3326,1,308,308
test,3327,1,256,256
test,3328,1,108,108
test,3329,1,108,108
test,3330,1,176,176
test,3331,1,16,16
test,3332,1,192,192
test,3333,1,16,16
test,3334,1,192,192
test,3335,1,192,192
test,3336,1,16,16
test,3337,1,238,238
test,3338,0,0,
test,3339,1,192,192
test,3340,4,408,160|100|48|100
test,3341,1,16,16
test,3342,0,0,
test,3343,1,16,16
test,3344,1,192,192
test,3345,1,168,168
test,3346,1,304,304
test,3347,1,16,16
test,3348,1,120,120
test,3349,1,16,16
test,3350,1,192,192
test,3351,1,90,90
test,3352,1,144,144
test,3353,0,0,
test,3354,1,16,16
test,3355,1,108,108
test,3356,1,280,280
test,3357,1,42,42
test,3358,1,108,108
test,3359,1,192,192
test,3360,1,455,455
test,3361,1,680,680
test,3362,0,0,
test,3363,1,108,108
test,3364,1,108,108
test,3365,1,192,192
test,3366,1,192,192
test,3367,1,525,525
test,3368,1,16,16
test,3369,1,192,192
test,3370,1,240,240
test,3371,1,108,108
test,3372,1,108,108
test,3373,1,1221,1221
test,3374,1,192,192
test,3375,1,16,16
test,3376,1,120,120
test,3377,1,192,192
test,3378,1,208,208
test,3379,1,112,112
test,3380,1,144,144
test,3381,1,192,192
test,3382,1,108,108
test,3383,1,192,192
test,3384,1,120,120
test,3385,1,16,16
test,3386,0,0,
test,3387,1,160,160
test,3388,1,1408,1408
test,3389,1,16,16
test,3390,1,132,132
test,3391,1,132,132
test,3392,1,108,108
test,3393,1,16,16
test,3394,1,1196,1196
test,3395,1,108,108
test,3396,1,30,30
test,3397,1,144,144
test,3398,1,16,16
test,3399,1,16,16
test,3400,1,595,595
test,3401,1,108,108
test,3402,1,108,108
test,3403,1,16,16
test,3404,1,108,108
test,3405,1,368,368
test,3406,1,16,16
test,3407,1,192,192
test,3408,1,72,72
test,3409,1,234,234
test,3410,1,16,16
test,3411,1,1104,1104
test,3412,1,176,176
test,3413,1,192,192
test,3414,1,224,224
test,3415,1,120,120
test,3416,1,192,192
test,3417,0,0,
test,3418,1,108,108
test,3419,1,16,16
test,3420,1,108,108
test,3421,1,112,112
test,3422,1,192,192
test,3423,1,35,35
test,3424,1,16,16
test,3425,1,108,108
test,3426,1,1406,1406
test,3427,1,112,112
test,3428,1,224,224
test,3429,1,120,120
test,3430,1,108,108
test,3431,1,192,192
test,3432,1,16,16
test,3433,1,192,192
test,3434,1,108,108
test,3435,1,16,16
test,3436,1,108,108
test,3437,1,108,108
test,3438,1,192,192
test,3439,1,192,192
test,3440,1,144,144
test,3441,1,16,16
test,3442,1,238,238
test,3443,1,192,192
test,3444,1,208,208
test,3445,1,40,40
test,3446,0,0,
test,3447,1,132,132
test,3448,1,525,525
test,3449,1,108,108
test,3450,1,16,16
test,3451,1,224,224
test,3452,1,16,16
test,3453,1,16,16
test,3454,1,192,192
test,3455,1,160,160
test,3456,1,108,108
test,3457,0,0,
test,3458,1,266,266
test,3459,0,0,
test,3460,1,35,35
test,3461,1,16,16
test,3462,1,16,16
test,3463,1,1102,1102
test,3464,1,16,16
test,3465,1,12,12
test,3466,1,16,16
test,3467,1,525,525
test,3468,0,0,
test,3469,1,132,132
test,3470,1,304,304
test,3471,1,108,108
test,3472,1,144,144
test,3473,1,108,108
test,3474,1,16,16
test,3475,1,108,108
test,3476,1,108,108
test,3477,0,0,
test,3478,1,192,192
test,3479,1,20,20
test,3480,1,16,16
test,3481,1,16,16
test,3482,1,96,96
test,3483,1,108,108
test,3484,1,420,420
test,3485,1,120,120
test,3486,1,192,192
test,3487,1,16,16
test,3488,1,224,224
test,3489,1,192,192
test,3490,1,560,560
test,3491,1,192,192
test,3492,1,16,16
test,3493,1,16,16
test,3494,1,240,240
test,3495,1,160,160
test,3496,1,1089,1089
test,3497,1,16,16
test,3498,1,24,24
test,3499,1,16,16
test,3500,1,16,16
test,3501,1,16,16
test,3502,0,0,
test,3503,1,108,108
test,3504,1,525,525
test,3505,1,120,120
test,3506,1,16,16
test,3507,1,192,192
test,3508,1,16,16
test,3509,1,525,525
test,3510,1,192,192
test,3511,1,16,16
test,3512,1,888,888
test,3513,1,850,850
test,3514,1,16,16
test,3515,1,264,264
test,3516,1,1400,1400
test,3517,1,36,36
test,3518,1,324,324
test,3519,1,304,304
test,3520,1,16,16
test,3521,1,176,176
test,3522,1,63,63
test,3523,1,16,16
test,3524,1,192,192
test,3525,1,16,16
test,3526,2,126,63|63
test,3527,1,16,16
test,3528,1,108,108
test,3529,0,0,
test,3530,1,16,16
test,3531,1,792,792
test,3532,1,56,56
test,3533,1,192,192
test,3534,1,16,16
test,3535,1,96,96
test,3536,1,308,308
test,3537,1,192,192
test,3538,1,108,108
test,3539,1,16,16
test,3540,1,966,966
test,3541,1,240,240
test,3542,0,0,
test,3543,1,192,192
test,3544,1,108,108
test,3545,1,20,20
test,3546,1,16,16
test,3547,1,16,16
test,3548,1,168,168
test,3549,0,0,
test,3550,0,0,
test,3551,1,16,16
test,3552,1,16,16
test,3553,1,256,256
test,3554,1,192,192
test,3555,1,16,16
test,3556,1,96,96
test,3557,1,192,192
test,3558,1,96,96
test,3559,1,108,108
test,3560,0,0,
test,3561,1,1428,1428
test,3562,1,192,192
test,3563,1,374,374
test,3564,1,16,16
test,3565,1,768,768
test,3566,1,529,529
test,3567,1,264,264
test,3568,1,108,108
test,3569,1,770,770
test,3570,1,108,108
test,3571,1,192,192
test,3572,1,16,16
test,3573,1,696,696
test,3574,1,400,400
test,3575,1,238,238
test,3576,0,0,
test,3577,1,108,108
test,3578,1,16,16
test,3579,1,1419,1419
test,3580,1,144,144
test,3581,1,192,192
test,3582,1,192,192
test,3583,1,16,16
test,3584,1,132,132
test,3585,1,1400,1400
test,3586,1,144,144
test,3587,1,16,16
test,3588,1,16,16
test,3589,1,104,104
test,3590,1,192,192
test,3591,1,192,192
test,3592,1,1424,1424
test,3593,1,192,192
test,3594,1,16,16
test,3595,1,16,16
test,3596,1,120,120
test,3597,1,192,192
test,3598,1,132,132
test,3599,1,1420,1420
test,3600,1,16,16
test,3601,1,144,144
test,3602,1,16,16
test,3603,1,108,108
test,3604,1,144,144
test,3605,1,208,208
test,3606,1,400,400
test,3607,1,132,132
test,3608,1,16,16
test,3609,1,108,108
test,3610,1,192,192
test,3611,1,16,16
test,3612,1,40,40
test,3613,1,16,16
test,3614,1,120,120
test,3615,1,16,16
test,3616,1,192,192
test,3617,1,256,256
test,3618,1,144,144
test,3619,1,16,16
test,3620,1,280,280
test,3621,1,96,96
test,3622,1,42,42
test,3623,1,108,108
test,3624,1,192,192
test,3625,1,16,16
test,3626,1,1156,1156
test,3627,1,192,192
test,3628,1,192,192
test,3629,1,16,16
test,3630,1,192,192
test,3631,1,208,208
test,3632,1,16,16
test,3633,1,25,25
test,3634,1,120,120
test,3635,0,0,
test,3636,1,396,396
test,3637,1,96,96
test,3638,1,120,120
test,3639,1,108,108
test,3640,1,16,16
test,3641,1,120,120
test,3642,1,20,20
test,3643,1,16,16
test,3644,1,651,651
test,3645,1,16,16
test,3646,1,144,144
test,3647,1,352,352
test,3648,1,1431,1431
test,3649,1,16,16
test,3650,1,192,192
test,3651,1,120,120
test,3652,1,108,108
test,3653,1,1428,1428
test,3654,1,120,120
test,3655,1,16,16
test,3656,1,108,108
test,3657,0,0,
test,3658,1,16,16
test,3659,0,0,
test,3660,1,108,108
test,3661,1,192,192
test,3662,1,55,55
test,3663,1,16,16
test,3664,1,400,400
test,3665,1,16,16
test,3666,1,160,160
test,3667,1,108,108
test,3668,0,0,
test,3669,1,208,208
test,3670,1,16,16
test,3671,1,525,525
test,3672,1,208,208
test,3673,1,525,525
test,3674,1,238,238
test,3675,1,216,216
test,3676,1,42,42
test,3677,1,96,96
test,3678,1,238,238
test,3679,1,192,192
test,3680,1,665,665
test,3681,0,0,
test,3682,1,208,208
test,3683,0,0,
test,3684,1,108,108
test,3685,1,192,192
test,3686,1,192,192
test,3687,1,108,108
test,3688,1,286,286
test,3689,1,208,208
test,3690,1,525,525
test,3691,1,16,16
test,3692,1,525,525
test,3693,1,16,16
test,3694,1,408,408
test,3695,1,16,16
test,3696,1,108,108
test,3697,0,0,
test,3698,1,16,16
test,3699,1,16,16
test,3700,1,108,108
test,3701,1,120,120
test,3702,1,16,16
test,3703,1,16,16
test,3704,1,192,192
test,3705,1,132,132
test,3706,1,16,16
test,3707,1,441,441
test,3708,1,16,16
test,3709,1,16,16
test,3710,1,16,16
test,3711,1,126,126
test,3712,1,242,242
test,3713,1,224,224
test,3714,1,16,16
test,3715,1,192,192
test,3716,1,16,16
test,3717,1,160,160
test,3718,1,144,144
test,3719,1,525,525
test,3720,1,16,16
test,3721,1,16,16
test,3722,1,16,16
test,3723,1,192,192
test,3724,1,208,208
test,3725,1,1196,1196
test,3726,1,108,108
test,3727,1,25,25
test,3728,1,1435,1435
test,3729,1,144,144
test,3730,1,192,192
test,3731,1,224,224
test,3732,1,1400,1400
test,3733,1,16,16
test,3734,1,77,77
test,3735,1,108,108
test,3736,1,108,108
test,3737,1,208,208
test,3738,1,240,240
test,3739,1,20,20
test,3740,1,192,192
test,3741,1,16,16
test,3742,1,16,16
test,3743,1,208,208
test,3744,1,144,144
test,3745,0,0,
test,3746,1,525,525
test,3747,0,0,
test,3748,1,144,144
test,3749,1,192,192
test,3750,1,144,144
test,3751,1,192,192
test,3752,1,665,665
test,3753,0,0,
test,3754,1,525,525
test,3755,1,16,16
test,3756,1,192,192
test,3757,1,525,525
test,3758,1,108,108
test,3759,1,132,132
test,3760,1,16,16
test,3761,1,40,40
test,3762,1,192,192
test,3763,1,40,40
test,3764,0,0,
test,3765,1,16,16
test,3766,1,108,108
test,3767,1,280,280
test,3768,1,120,120
test,3769,1,966,966
test,3770,1,192,192
test,3771,1,192,192
test,3772,6,1322,210|264|160|286|160|242
test,3773,1,280,280
test,3774,1,16,16
test,3775,1,192,192
test,3776,1,108,108
test,3777,1,144,144
test,3778,1,368,368
test,3779,1,748,748
test,3780,1,16,16
test,3781,1,1424,1424
test,3782,1,144,144
test,3783,1,396,396
test,3784,1,208,208
test,3785,1,108,108
test,3786,1,16,16
test,3787,1,144,144
test,3788,1,192,192
test,3789,0,0,
test,3790,1,720,720
test,3791,1,15,15
test,3792,1,16,16
test,3793,1,304,304
test,3794,1,108,108
test,3795,0,0,
test,3796,1,256,256
test,3797,1,16,16
test,3798,0,0,
test,3799,0,0,
test,3800,1,16,16
test,3801,1,120,120
test,3802,1,120,120
test,3803,1,16,16
test,3804,1,108,108
test,3805,1,16,16
test,3806,1,16,16
test,3807,1,16,16
test,3808,0,0,
test,3809,1,192,192
test,3810,1,16,16
test,3811,1,16,16
test,3812,1,1160,1160
test,3813,1,16,16
test,3814,1,35,35
test,3815,1,16,16
test,3816,1,525,525
test,3817,1,16,16
test,3818,1,16,16
test,3819,1,16,16
test,3820,1,192,192
test,3821,0,0,
test,3822,1,192,192
test,3823,1,120,120
test,3824,1,256,256
test,3825,1,144,144
test,3826,1,192,192
test,3827,1,16,16
test,3828,1,256,256
test,3829,1,368,368
test,3830,1,108,108
test,3831,1,16,16
test,3832,1,192,192
test,3833,1,104,104
test,3834,1,144,144
test,3835,1,16,16
test,3836,1,16,16
test,3837,1,16,16
test,3838,1,240,240
test,3839,1,16,16
test,3840,1,16,16
test,3841,1,108,108
test,3842,1,192,192
test,3843,1,484,484
test,3844,1,192,192
test,3845,1,1440,1440
test,3846,1,224,224
test,3847,1,1426,1426
test,3848,1,252,252
test,3849,0,0,
test,3850,1,144,144
test,3851,1,132,132
test,3852,1,16,16
test,3853,1,108,108
test,3854,1,16,16
test,3855,1,192,192
test,3856,1,192,192
test,3857,1,30,30
test,3858,1,208,208
test,3859,1,969,969
test,3860,1,595,595
test,3861,1,208,208
test,3862,1,160,160
test,3863,1,16,16
test,3864,1,192,192
test,3865,1,120,120
test,3866,1,16,16
test,3867,1,224,224
test,3868,1,208,208
test,3869,1,30,30
test,3870,1,120,120
test,3871,1,208,208
test,3872,1,256,256
test,3873,1,280,280
test,3874,1,1008,1008
test,3875,1,108,108
test,3876,1,16,16
test,3877,1,49,49
test,3878,1,16,16
test,3879,1,16,16
test,3880,1,16,16
test,3881,1,108,108
test,3882,1,285,285
test,3883,1,16,16
test,3884,1,980,980
test,3885,0,0,
test,3886,1,480,480
test,3887,1,16,16
test,3888,1,16,16
test,3889,1,16,16
test,3890,1,208,208
test,3891,1,63,63
test,3892,1,529,529
test,3893,1,468,468
test,3894,0,0,
test,3895,1,208,208
test,3896,1,108,108
test,3897,1,525,525
test,3898,1,12,12
test,3899,1,192,192
test,3900,1,15,15
test,3901,1,120,120
test,3902,1,16,16
test,3903,1,192,192
test,3904,1,240,240
test,3905,1,16,16
test,3906,1,16,16
test,3907,1,108,108
test,3908,1,192,192
test,3909,1,16,16
test,3910,1,16,16
test,3911,0,0,
test,3912,1,16,16
test,3913,1,621,621
test,3914,1,108,108
test,3915,1,525,525
test,3916,1,108,108
test,3917,1,192,192
test,3918,1,16,16
test,3919,1,108,108
test,3920,0,0,
test,3921,1,192,192
test,3922,1,192,192
test,3923,1,192,192
test,3924,0,0,
test,3925,0,0,
test,3926,1,16,16
test,3927,1,12,12
test,3928,1,108,108
test,3929,0,0,
test,3930,0,0,
test,3931,1,304,304
test,3932,1,160,160
test,3933,1,192,192
test,3934,1,16,16
test,3935,1,108,108
test,3936,1,108,108
test,3937,1,192,192
test,3938,0,0,
test,3939,1,525,525
test,3940,1,16,16
test,3941,1,144,144
test,3942,1,132,132
test,3943,1,525,525
test,3944,1,16,16
test,3945,1,108,108
test,3946,1,16,16
test,3947,1,108,108
test,3948,1,525,525
test,3949,1,525,525
test,3950,1,120,120
test,3951,0,0,
test,3952,1,132,132
test,3953,1,96,96
test,3954,0,0,
test,3955,1,180,180
test,3956,1,16,16
test,3957,1,16,16
test,3958,1,120,120
test,3959,1,324,324
test,3960,1,192,192
test,3961,1,238,238
test,3962,1,108,108
test,3963,0,0,
test,3964,1,16,16
test,3965,0,0,
test,3966,1,16,16
test,3967,1,176,176
test,3968,0,0,
test,3969,1,108,108
test,3970,1,40,40
test,3971,1,108,108
test,3972,0,0,
test,3973,1,16,16
test,3974,1,208,208
test,3975,1,16,16
test,3976,1,192,192
test,3977,1,28,28
test,3978,1,108,108
test,3979,1,16,16
test,3980,1,192,192
test,3981,1,12,12
test,3982,0,0,
test,3983,1,192,192
test,3984,1,324,324
test,3985,1,54,54
test,3986,1,120,120
test,3987,1,16,16
test,3988,1,595,595
test,3989,4,720,240|144|176|160
test,3990,1,16,16
test,3991,1,280,280
test,3992,1,192,192
test,3993,1,16,16
test,3994,1,108,108
test,3995,1,108,108
test,3996,1,16,16
test,3997,1,676,676
test,3998,1,108,108
test,3999,1,16,16
test,4000,1,108,108
test,4001,0,0,
test,4002,1,525,525
test,4003,0,0,
test,4004,1,120,120
test,4005,1,49,49
test,4006,1,108,108
test,4007,1,72,72
test,4008,1,96,96
test,4009,1,160,160
test,4010,1,120,120
test,4011,1,16,16
test,4012,1,16,16
test,4013,1,16,16
test,4014,1,16,16
test,4015,0,0,
test,4016,1,108,108
test,4017,0,0,
test,4018,1,16,16
test,4019,1,16,16
test,4020,1,108,108
test,4021,1,108,108
test,4022,1,16,16
test,4023,1,714,714
test,4024,1,560,560
test,4025,1,16,16
test,4026,1,16,16
test,4027,1,280,280
test,4028,1,192,192
test,4029,0,0,
test,4030,1,108,108
test,4031,1,176,176
test,4032,1,132,132
test,4033,1,120,120
test,4034,1,40,40
test,4035,1,108,108
test,4036,1,192,192
test,4037,1,16,16
test,4038,0,0,
test,4039,1,108,108
test,4040,1,16,16
test,4041,1,132,132
test,4042,1,240,240
test,4043,1,1392,1392
test,4044,1,779,779
test,4045,1,16,16
test,4046,0,0,
test,4047,1,192,192
test,4048,1,418,418
test,4049,1,192,192
test,4050,1,108,108
test,4051,1,16,16
test,4052,1,128,128
test,4053,0,0,
test,4054,1,144,144
test,4055,1,286,286
test,4056,1,192,192
test,4057,1,192,192
test,4058,1,108,108
test,4059,1,132,132
test,4060,1,40,40
test,4061,1,16,16
test,4062,1,132,132
test,4063,1,16,16
test,4064,1,144,144
test,4065,1,16,16
test,4066,1,70,70
test,4067,1,231,231
test,4068,1,90,90
test,4069,1,192,192
test,4070,1,108,108
test,4071,1,192,192
test,4072,1,192,192
test,4073,1,84,84
test,4074,1,16,16
test,4075,1,16,16
test,4076,1,16,16
test,4077,1,1430,1430
test,4078,1,16,16
test,4079,0,0,
test,4080,1,16,16
test,4081,1,192,192
test,4082,1,120,120
test,4083,1,120,120
test,4084,1,16,16
test,4085,1,20,20
test,4086,1,16,16
test,4087,1,608,608
test,4088,1,70,70
test,4089,0,0,
test,4090,1,525,525
test,4091,1,192,192
test,4092,0,0,
test,4093,1,108,108
test,4094,1,288,288
test,4095,1,224,224
test,4096,1,16,16
test,4097,1,192,192
test,4098,1,192,192
test,4099,1,192,192
test,4100,1,192,192
test,4101,1,16,16
test,4102,0,0,
test,4103,1,665,665
test,4104,1,684,684
test,4105,1,16,16
test,4106,0,0,
test,4107,1,16,16
test,4108,1,16,16
test,4109,1,16,16
test,4110,1,304,304
test,4111,1,108,108
test,4112,1,192,192
test,4113,1,20,20
test,4114,1,240,240
test,4115,1,342,342
test,4116,1,108,108
test,4117,1,16,16
test,4118,1,16,16
test,4119,1,108,108
test,4120,1,192,192
test,4121,1,16,16
test,4122,4,752,192|176|192|192
test,4123,1,1104,1104
test,4124,1,240,240
test,4125,1,192,192
test,4126,1,192,192
test,4127,1,192,192
test,4128,1,108,108
test,4129,1,16,16
test,4130,1,16,16
test,4131,1,560,560
test,4132,1,16,16
test,4133,1,160,160
test,4134,1,30,30
test,4135,1,256,256
test,4136,1,16,16
test,4137,0,0,
test,4138,0,0,
test,4139,1,256,256
test,4140,1,144,144
test,4141,1,16,16
test,4142,1,16,16
test,4143,1,16,16
test,4144,1,208,208
test,4145,1,665,665
test,4146,1,256,256
test,4147,1,192,192
test,4148,1,16,16
test,4149,1,112,112
test,4150,1,16,16
test,4151,1,42,42
test,4152,1,192,192
test,4153,1,192,192
test,4154,1,740,740
test,4155,1,224,224
test,4156,1,108,108
test,4157,1,16,16
test,4158,1,192,192
test,4159,1,120,120
test,4160,1,525,525
test,4161,1,525,525
test,4162,1,16,16
test,4163,1,16,16
test,4164,1,120,120
test,4165,1,16,16
test,4166,1,735,735
test,4167,1,108,108
test,4168,1,120,120
test,4169,1,306,306
test,4170,1,108,108
test,4171,1,108,108
test,4172,1,192,192
test,4173,1,12,12
test,4174,1,192,192
test,4175,1,1012,1012
test,4176,1,144,144
test,4177,1,192,192
test,4178,1,160,160
test,4179,1,525,525
test,4180,1,108,108
test,4181,1,16,16
test,4182,1,1056,1056
test,4183,1,256,256
test,4184,1,304,304
test,4185,1,108,108
test,4186,1,16,16
test,4187,1,525,525
test,4188,1,16,16
test,4189,1,784,784
test,4190,1,192,192
test,4191,1,525,525
test,4192,1,208,208
test,4193,1,16,16
test,4194,1,132,132
test,4195,1,1440,1440
test,4196,1,192,192
test,4197,1,16,16
test,4198,0,0,
test,4199,1,192,192
test,4200,1,16,16
test,4201,1,16,16
test,4202,1,304,304
test,4203,1,16,16
test,4204,1,16,16
test,4205,1,16,16
test,4206,1,90,90
test,4207,1,240,240
test,4208,1,8,8
test,4209,1,192,192
test,4210,1,192,192
test,4211,1,240,240
test,4212,1,120,120
test,4213,1,192,192
test,4214,1,120,120
test,4215,1,108,108
test,4216,1,108,108
test,4217,1,540,540
test,4218,1,16,16
test,4219,1,646,646
test,4220,1,16,16
test,4221,1,16,16
test,4222,1,108,108
test,4223,1,192,192
test,4224,1,16,16
test,4225,1,16,16
test,4226,1,120,120
test,4227,1,16,16
test,4228,1,560,560
test,4229,1,16,16
test,4230,1,144,144
test,4231,1,24,24
test,4232,1,558,558
test,4233,1,16,16
test,4234,1,680,680
test,4235,1,112,112
test,4236,1,1408,1408
test,4237,1,108,108
test,4238,0,0,
test,4239,1,132,132
test,4240,1,108,108
test,4241,1,560,560
test,4242,1,120,120
test,4243,0,0,
test,4244,1,160,160
test,4245,0,0,
test,4246,1,108,108
test,4247,1,432,432
test,4248,1,49,49
test,4249,1,16,16
test,4250,1,1440,1440
test,4251,1,16,16
test,4252,1,16,16
test,4253,1,192,192
test,4254,1,16,16
test,4255,1,192,192
test,4256,1,16,16
test,4257,1,192,192
test,4258,1,192,192
test,4259,1,16,16
test,4260,0,0,
test,4261,1,108,108
test,4262,1,108,108
test,4263,1,192,192
test,4264,1,16,16
test,4265,1,16,16
test,4266,1,16,16
test,4267,1,49,49
test,4268,1,108,108
test,4269,1,16,16
test,4270,1,108,108
test,4271,1,112,112
test,4272,1,108,108
test,4273,1,1400,1400
test,4274,1,256,256
test,4275,1,1416,1416
test,4276,1,256,256
test,4277,1,108,108
test,4278,1,120,120
test,4279,1,525,525
test,4280,1,120,120
test,4281,1,120,120
test,4282,1,108,108
test,4283,1,1419,1419
test,4284,1,15,15
test,4285,1,304,304
test,4286,0,0,
test,4287,1,204,204
test,4288,1,144,144
test,4289,0,0,
test,4290,1,160,160
test,4291,1,304,304
test,4292,1,192,192
test,4293,1,84,84
test,4294,1,16,16
test,4295,1,280,280
test,4296,1,192,192
test,4297,1,304,304
test,4298,0,0,
test,4299,1,16,16
test,4300,1,144,144
test,4301,1,16,16
test,4302,0,0,
test,4303,1,108,108
test,4304,1,210,210
test,4305,1,16,16
test,4306,1,665,665
test,4307,1,144,144
test,4308,1,168,168
test,4309,0,0,
test,4310,1,192,192
test,4311,1,16,16
test,4312,0,0,
test,4313,1,108,108
test,4314,1,108,108
test,4315,1,120,120
test,4316,1,108,108
test,4317,0,0,
test,4318,1,525,525
test,4319,1,208,208
test,4320,1,16,16
test,4321,1,16,16
test,4322,1,676,676
test,4323,1,16,16
test,4324,1,192,192
test,4325,1,192,192
test,4326,1,195,195
test,4327,1,595,595
test,4328,1,132,132
test,4329,1,16,16
test,4330,1,108,108
test,4331,1,16,16
test,4332,1,192,192
test,4333,1,1440,1440
test,4334,1,512,512
test,4335,1,16,16
test,4336,1,16,16
test,4337,1,16,16
test,4338,1,16,16
test,4339,1,108,108
test,4340,0,0,
test,4341,1,108,108
test,4342,1,525,525
test,4343,1,144,144
test,4344,1,108,108
test,4345,1,16,16
test,4346,1,192,192
test,4347,1,16,16
test,4348,1,528,528
test,4349,1,120,120
test,4350,0,0,
test,4351,1,238,238
test,4352,1,16,16
test,4353,1,96,96
test,4354,1,192,192
test,4355,1,208,208
test,4356,1,231,231
test,4357,1,558,558
test,4358,1,144,144
test,4359,1,192,192
test,4360,1,247,247
test,4361,0,0,
test,4362,1,240,240
test,4363,1,16,16
test,4364,1,108,108
test,4365,1,16,16
test,4366,1,108,108
test,4367,1,144,144
test,4368,1,16,16
test,4369,1,16,16
test,4370,1,16,16
test,4371,1,1392,1392
test,4372,1,192,192
test,4373,1,56,56
test,4374,1,280,280
test,4375,1,20,20
test,4376,1,256,256
test,4377,1,224,224
test,4378,1,16,16
test,4379,5,1088,528|128|160|112|160
test,4380,1,132,132
test,4381,1,187,187
test,4382,1,1196,1196
test,4383,1,16,16
test,4384,1,240,240
test,4385,1,96,96
test,4386,1,84,84
test,4387,1,289,289
test,4388,1,8,8
test,4389,1,256,256
test,4390,1,1428,1428
test,4391,1,192,192
test,4392,1,272,272
test,4393,1,16,16
test,4394,1,16,16
test,4395,1,16,16
test,4396,1,525,525
test,4397,1,16,16
test,4398,1,1400,1400
test,4399,1,16,16
test,4400,1,16,16
test,4401,1,108,108
test,4402,1,192,192
test,4403,1,108,108
test,4404,1,16,16
test,4405,1,192,192
test,4406,1,525,525
test,4407,1,144,144
test,4408,1,266,266
test,4409,1,192,192
test,4410,1,595,595
test,4411,1,132,132
test,4412,1,120,120
test,4413,1,16,16
test,4414,1,630,630
test,4415,0,0,
test,4416,1,525,525
test,4417,1,192,192
test,4418,5,608,144|128|128|112|96
test,4419,1,42,42
test,4420,1,1012,1012
test,4421,1,192,192
test,4422,1,20,20
test,4423,1,525,525
test,4424,1,525,525
test,4425,1,108,108
test,4426,1,735,735
test,4427,1,96,96
test,4428,1,132,132
test,4429,1,192,192
test,4430,1,16,16
test,4431,1,1404,1404
test,4432,1,192,192
test,4433,1,108,108
test,4434,1,108,108
test,4435,1,16,16
test,4436,1,1156,1156
test,4437,1,108,108
test,4438,1,304,304
test,4439,1,16,16
test,4440,1,35,35
test,4441,1,16,16
test,4442,1,12,12
test,4443,0,0,
test,4444,1,1357,1357
test,4445,1,16,16
test,4446,1,16,16
test,4447,1,16,16
test,4448,1,357,357
test,4449,1,144,144
test,4450,1,192,192
test,4451,1,16,16
test,4452,1,108,108
test,4453,1,224,224
test,4454,1,16,16
test,4455,1,108,108
test,4456,1,16,16
test,4457,1,588,588
test,4458,1,192,192
test,4459,1,980,980
test,4460,0,0,
test,4461,1,696,696
test,4462,1,16,16
test,4463,1,208,208
test,4464,1,16,16
test,4465,1,16,16
test,4466,6,1554,242|96|286|308|112|510
test,4467,1,16,16
test,4468,1,108,108
test,4469,0,0,
test,4470,1,16,16
test,4471,1,208,208
test,4472,1,16,16
test,4473,1,120,120
test,4474,1,16,16
test,4475,1,192,192
test,4476,1,256,256
test,4477,1,16,16
test,4478,1,16,16
test,4479,1,238,238
test,4480,1,144,144
test,4481,1,108,108
test,4482,0,0,
test,4483,1,108,108
test,4484,1,208,208
test,4485,1,192,192
test,4486,1,91,91
test,4487,1,1404,1404
test,4488,1,192,192
test,4489,1,192,192
test,4490,1,16,16
test,4491,1,16,16
test,4492,1,304,304
test,4493,1,144,144
test,4494,1,192,192
test,4495,1,192,192
